#;NAME;PSRJ;RAJ;DECJ;P0;P1;DM;DM1;RM;T0;DIST;DIST_DM;R_LUM;R_LUM14;AGE;BSURF;EDOT;EDOTD2;
;;;(hms);(dms);(s);;(cm^-3pc);(cm^-3pc/yr);(radm^-2);(MJD);(kpc);(kpc);(mJykpc^2);(mJykpc^2);(Yr);(G);(ergs/s);(ergs/kpc^2/s);
2929;J1933-6211;J1933-6211;19:33:32.4;-62:11:46.8;0.003543;3.87e-21;11.51;*;9.70;*;0.650;0.650;*;4.01e-01;1.45e+10;1.19e+08;3.43e+33;8.13e+33;
2930;J1934+1926;J1934+1926;19:34:21.6;+19:26:35.3;0.230984;2.68e-18;99.10;*;*;*;3.176;3.176;*;1.31e+00;1.37e+09;2.52e+10;8.59e+30;8.51e+29;
2931;J1934+2352;J1934+2352;19:34:46.1;+23:52:55.9;0.178432;1.31e-13;355.80;*;-35.40;*;12.207;12.207;*;9.24e+00;2.16e+04;4.89e+12;9.08e+35;6.10e+33;
2932;J1934+5219;J1934+5219;19:34:23.8;+52:19:57.6;0.568442;8.40e-17;71.26;*;*;*;7.564;7.564;*;*;1.07e+08;2.21e+11;1.81e+31;3.16e+29;
2933;J1935+1159;J1935+1159;19:35:16.0;+11:59:09.2;1.939758;9.48e-16;188.76;*;-83.00;*;8.421;8.421;7.09e+01;1.21e+01;3.24e+07;1.37e+12;5.13e+30;7.23e+28;
2934;B1933+16;J1935+1616;19:35:47.8;+16:16:39.9;0.358738;6.00e-15;158.52;*;-10.20;*;3.700;4.314;3.31e+03;7.94e+02;9.47e+05;1.48e+12;5.13e+33;3.75e+32;
2935;J1935+1726;J1935+1726;19:35:03.9;+17:26:28.4;0.004200;*;61.60;*;*;*;2.305;2.305;*;3.61e+00;*;*;*;*;
2936;B1933+17;J1935+1745;19:35:29.9;+17:45:12.2;0.654408;3.78e-16;214.60;*;*;*;4.850;4.850;3.06e+01;3.76e+00;2.74e+07;5.03e+11;5.32e+31;2.26e+30;
2937;J1935+1829;J1935+1829;19:35:42.9;+18:29:28.1;0.843548;2.32e-15;343.90;*;*;*;8.616;8.616;*;2.75e+00;5.76e+06;1.42e+12;1.53e+32;2.06e+30;
2938;J1935+2025;J1935+2025;19:35:41.9;+20:25:40.1;0.080118;6.08e-14;182.00;*;*;*;4.598;4.598;*;1.06e+01;2.09e+04;2.23e+12;4.66e+36;2.21e+35;
2939;J1935+2154;J1935+2154;19:34:55.6;+21:53:48.2;3.244980;*;*;*;*;*;*;*;*;*;*;*;*;*;
2940;B1933+15;J1936+1536;19:36:01.5;+15:36:36.0;0.967338;4.04e-15;165.00;*;192.60;*;4.624;4.624;4.28e+01;*;3.79e+06;2.00e+12;1.76e+32;8.24e+30;
2941;J1936+18;J1936+18;19:36:03;+18:05;0.058345;*;125.90;*;*;*;3.596;3.596;*;*;*;*;*;*;
2942;J1936+1952g;J1936+1952g;19:36:00;+19:52;0.009720;*;325.00;*;*;*;8.576;8.576;*;2.13e+00;*;*;*;*;
2943;J1936+2036g;J1936+2036g;19:36:41;+20:36;0.032920;*;198.80;*;*;*;4.996;4.996;*;7.24e-01;*;*;*;*;
2944;J1936+2042;J1936+2042;19:36:27.4;+20:42:04.5;1.390723;4.94e-14;197.40;*;*;*;4.999;4.999;*;1.12e+00;4.46e+05;8.39e+12;7.25e+32;2.90e+31;
2945;J1936+21;J1936+21;19:36:11;+21:09;0.642960;*;262.40;*;*;*;8.072;8.072;*;*;*;*;*;*;
2946;J1936+217;J1936+217;19:37:00;+21:43;0.031582;*;75.00;*;*;*;2.968;2.968;*;*;*;*;*;*;
2947;J1937-00;J1937-00;19:37:09;-00:17;0.240100;*;68.60;*;*;*;3.510;3.510;*;*;*;*;*;*;
2948;J1937+1505;J1937+1505;19:37:16.3;+15:05:19;2.872774;5.61e-15;237.00;*;*;*;6.450;6.450;*;5.41e+00;8.11e+06;4.06e+12;9.34e+30;2.25e+29;
2949;J1937+1658;J1937+1658;19:37:24.9;+16:58:42.5;0.003958;1.32e-20;105.84;*;-2.80;*;3.259;3.259;*;1.79e+00;4.75e+09;2.31e+08;8.41e+33;7.92e+32;
2950;B1935+25;J1937+2544;19:37:01.2;+25:44:13.4;0.200980;6.43e-16;53.22;*;26.00;*;3.125;2.869;6.45e+01;1.37e+01;4.95e+06;3.64e+11;3.13e+33;3.20e+32;
2951;J1937+2950;J1937+2950;19:37:47.6;+29:50:01.8;1.657429;3.48e-15;113.99;*;*;*;7.477;7.477;*;4.47e+00;7.54e+06;2.43e+12;3.02e+31;5.40e+29;
2952;J1938+0650;J1938+0650;19:37:53.4;+06:50:06.0;1.121562;5.68e-15;70.80;*;97.50;*;2.832;2.832;2.57e+01;*;3.13e+06;2.55e+12;1.59e+32;1.98e+31;
2953;J1938+14;J1938+14;19:38:07;+15:06;2.902504;*;75.40;*;*;*;2.575;2.575;*;*;*;*;*;*;
2954;J1938+2010;J1938+2010;19:38:08.3;+20:10:51.7;0.687082;3.40e-15;327.70;*;*;*;8.812;8.812;*;8.00e+00;3.20e+06;1.55e+12;4.14e+32;5.33e+30;
2955;J1938+2012;J1938+2012;19:38:40.0;+20:12:50.8;0.002634;7.50e-22;236.91;*;*;*;6.301;6.301;*;7.94e-01;5.56e+10;4.50e+07;1.62e+33;4.08e+31;
2956;J1938+2213;J1938+2213;19:38:14.1;+22:13:12.6;0.166116;4.24e-14;93.00;*;140.50;*;3.463;3.463;1.20e+01;7.08e+00;6.20e+04;2.69e+12;3.66e+35;3.05e+34;
2957;J1938+2659;J1938+2659;19:38:39.1;+26:59:14.9;0.883332;3.23e-15;191.20;*;*;*;8.576;8.576;*;5.88e+00;4.34e+06;1.71e+12;1.85e+32;2.51e+30;
2958;J1938+6604;J1938+6604;19:38:56.9;+66:04:31.7;0.022259;1.95e-20;41.24;*;*;*;3.380;3.380;*;*;1.81e+10;6.66e+08;6.97e+31;6.10e+30;
2959;J1939+10;J1939+10;19:39:11;+10:45;2.310000;*;90.00;*;*;*;3.552;3.552;1.51e+01;*;*;*;*;*;
2960;B1937+21;J1939+2134;19:39:38.5;+21:34:59.1;0.001558;1.05e-19;71.02;*;-7.30;*;3.500;2.896;2.94e+03;1.70e+02;2.35e+08;4.09e+08;1.10e+36;8.96e+34;
2961;J1939+2352g;J1939+2352g;19:39:49;+23:52;2.145340;*;415.50;*;*;*;12.266;12.266;*;1.05e+00;*;*;*;*;
2962;B1937+24;J1939+2449;19:39:05.5;+24:42:55.6;0.645302;1.83e-14;142.88;*;76.20;*;7.115;7.115;1.52e+02;*;5.60e+05;3.47e+12;2.68e+33;5.30e+31;
2963;J1939+2609;J1939+2609;19:39:42.3;+26:09:36.3;0.466963;5.20e-18;47.30;*;*;*;2.683;2.683;*;1.08e+00;1.42e+09;4.99e+10;2.02e+30;2.80e+29;
2964;J1940+0239;J1940+0239;19:40:33;+02:36:41;1.232240;*;87.20;*;*;*;5.292;5.292;*;*;*;*;*;*;
2965;J1940-0902;J1940-0902;19:40:54.5;-09:02:18.0;0.978468;1.88e-15;42.30;*;*;*;1.859;1.859;*;7.95e-01;8.25e+06;1.37e+12;7.92e+31;2.29e+31;
2966;J1940+2245;J1940+2245;19:40:27.6;+22:45:46.6;0.258912;1.27e-14;222.40;*;*;*;8.081;8.081;*;9.80e+00;3.23e+05;1.84e+12;2.89e+34;4.43e+32;
2967;J1940+2337;J1940+2337;19:40:35.4;+23:37:46.5;0.546824;7.68e-14;252.10;*;*;*;8.468;8.468;*;4.95e+00;1.13e+05;6.56e+12;1.85e+34;2.59e+32;
2968;J1940-24;J1940-24;19:40;-24;0.098200;*;53.40;*;*;*;3.905;3.905;*;*;*;*;*;*;
2969;J1940-2403;J1940-2403;19:40:30;-24:03;1.855276;*;63.30;*;*;*;6.306;6.306;*;*;*;*;*;*;
2970;J1940+26;J1940+26;19:40:13;+26:01;0.004814;*;171.64;*;*;*;7.924;7.924;*;*;*;*;*;*;
2971;J1941+0121;J1941+0121;19:41:16.0;+01:21:39.5;0.217317;1.91e-16;51.87;*;-92.00;*;2.097;2.097;*;*;1.80e+07;2.06e+11;7.36e+32;1.67e+32;
2972;J1941-0746;J1941-0746;19:41:05;-07:46:19;*;*;43.60;*;*;*;1.919;1.919;*;*;*;*;*;*;
2973;J1941+1026;J1941+1026;19:41:32.3;+10:26:25.6;0.905394;9.96e-16;138.91;*;-126.30;*;7.971;7.971;1.14e+02;*;1.44e+07;9.61e+11;5.30e+31;8.34e+29;
2974;J1941+1341;J1941+1341;19:41:04.8;+13:41:30.4;0.559084;1.24e-15;147.90;*;*;*;5.459;5.459;*;5.07e+00;7.15e+06;8.42e+11;2.80e+32;9.39e+30;
2975;J1941+2525;J1941+2525;19:41:20.8;+25:25:05.3;2.306153;1.61e-13;314.40;*;*;*;11.168;11.168;*;2.98e+01;2.27e+05;1.95e+13;5.18e+32;4.15e+30;
2976;B1937-26;J1941-2602;19:41:00.4;-26:02:05.7;0.402858;9.56e-16;50.04;*;-33.50;*;3.564;3.564;1.65e+02;2.41e+01;6.68e+06;6.28e+11;5.77e+32;4.55e+31;
2977;J1941+4320;J1941+4320;19:41:58.9;+43:20:06.3;0.840906;1.15e-15;79.36;*;*;*;6.514;6.514;*;*;1.16e+07;9.94e+11;7.62e+31;1.80e+30;
2978;J1942+0147;J1942+0147;19:42:27;+01:50:11;1.405040;*;133.30;*;*;*;25.000;25.000;*;*;*;*;*;*;
2979;B1939+17;J1942+1743;19:42:01.0;+17:43:28.3;0.696262;1.01e-16;190.00;*;*;*;4.915;4.915;6.76e+01;*;1.09e+08;2.68e+11;1.18e+31;4.89e+29;
2980;J1942-2019;J1942-2019;19:42:50.3;-20:19:23;0.275133;1.23e-17;59.90;*;-17.00;*;4.965;4.965;*;1.33e+01;3.53e+08;5.90e+10;2.34e+31;9.49e+29;
2981;J1942+3941;J1942+3941;19:42:22.0;+39:41:41.4;1.353291;7.14e-17;104.50;*;*;*;8.665;8.665;*;*;3.00e+08;3.15e+11;1.14e+30;1.52e+28;
2982;J1942+8106;J1942+8106;19:42:54.6;+81:06:17.3;0.203558;3.69e-17;40.24;*;*;*;3.478;3.478;*;*;8.75e+07;8.77e+10;1.73e+32;1.43e+31;
2983;J1943+0609;J1943+0609;19:43:29.1;+06:09:57.6;0.446226;4.66e-16;70.76;*;-11.00;*;3.269;3.269;*;7.48e+00;1.52e+07;4.61e+11;2.07e+32;1.94e+31;
2984;B1940-12;J1943-1237;19:43:25.4;-12:37:42.4;0.972429;1.66e-15;28.92;*;-75.40;*;1.204;1.204;1.87e+01;1.74e+00;9.31e+06;1.28e+12;7.11e+31;4.90e+31;
2985;J1943+2210;J1943+2210;19:43:16.4;+22:10:23.1;0.005084;8.79e-21;174.09;*;*;*;6.774;6.774;*;1.84e+00;9.17e+09;2.14e+08;2.64e+33;5.75e+31;
2986;J1943+5815;J1943+5815;19:43:23.1;+58:15:53.0;1.270847;4.09e-16;71.00;*;*;*;7.780;7.780;*;*;4.92e+07;7.30e+11;7.87e+30;1.30e+29;
2987;J1944+0907;J1944+0907;19:44:09.3;+09:07:23.0;0.005185;1.73e-20;24.35;*;-37.80;*;1.218;1.218;3.12e+01;3.12e+00;4.74e+09;3.03e+08;4.91e+33;3.31e+33;
2988;J1944-10;J1944-10;19:44;-10:17;0.409135;*;31.01;*;*;*;1.282;1.282;*;*;*;*;*;*;
2989;B1941-17;J1944-1750;19:44:05.2;-17:50:11;0.841158;9.86e-16;56.32;*;-40.00;*;4.121;4.121;1.27e+02;5.09e+00;1.35e+07;9.22e+11;6.54e+31;3.85e+30;
2990;B1942+17;J1944+1755;19:44:31.8;+17:55:42.4;1.996899;7.30e-16;175.00;*;-276.60;*;4.877;4.877;4.52e+01;*;4.33e+07;1.22e+12;3.62e+30;1.52e+29;
2991;J1944+2236;J1944+2236;19:44:01.0;+22:36:22.6;0.003618;7.46e-21;185.45;*;*;*;7.600;7.600;*;6.35e+00;7.68e+09;1.66e+08;6.22e+33;1.08e+32;
2992;B1942-00;J1945-0040;19:45:28.3;-00:40:58.1;1.045632;5.35e-16;59.71;*;-45.00;*;3.164;3.164;6.01e+01;8.01e+00;3.10e+07;7.57e+11;1.85e+31;1.84e+30;
2993;J1945+07;J1945+07;19:45:55;+07:17;1.073900;*;62.00;*;*;*;2.575;2.575;*;*;*;*;*;*;
2994;J1945+1211;J1945+1211;19:45:11.5;+12:11:46.2;4.756796;3.78e-15;92.70;*;-21.40;*;3.771;3.771;*;9.02e+00;1.99e+07;4.29e+12;1.39e+30;9.75e+28;
2995;B1943+18;J1945+1834;19:45:36.1;+18:34:20.1;1.068708;2.42e-16;217.70;*;28.50;*;7.351;7.351;6.48e+01;*;7.00e+07;5.15e+11;7.83e+30;1.45e+29;
2996;J1946-09;J1946-09;19:46;-09;0.091200;*;50.63;*;*;*;2.865;2.865;*;*;*;*;*;*;
2997;J1946-1312;J1946-1312;19:46:57.8;-13:12:36.4;0.491865;1.99e-15;63.04;*;*;*;5.000;5.000;*;7.50e+00;3.92e+06;1.00e+12;6.59e+32;2.64e+31;
2998;J1946+14;J1946+14;19:46:52;+14:42;2.282440;*;50.30;*;*;*;2.092;2.092;*;*;*;*;*;*;
2999;B1944+17;J1946+1805;19:46:53.0;+18:05:41.2;0.440618;2.41e-17;16.14;*;-45.34;*;0.300;1.005;3.60e+00;9.00e-01;2.90e+08;1.04e+11;1.11e+31;1.24e+32;
3000;J1946+2052;J1946+2052;19:46:14.1;+20:52:24.6;0.016960;9.20e-19;93.97;*;*;57989.0029;3.510;3.510;*;7.64e-01;2.92e+08;4.00e+09;7.45e+33;6.05e+32;
3001;B1944+22;J1946+2244;19:46:24.8;+22:44:59.4;1.334450;8.89e-16;141.50;*;2.00;*;6.060;6.060;1.10e+02;6.35e+00;2.38e+07;1.10e+12;1.48e+31;4.02e+29;
3002;J1946+24;J1946+24;19:46:00;+23:58;4.729000;*;96.00;*;*;*;4.296;4.296;*;*;*;*;*;*;
3003;J1946+2535;J1946+2535;19:46:49.1;+25:35:51.5;0.515167;5.64e-15;248.81;*;57.00;*;8.305;8.305;*;3.31e+01;1.45e+06;1.73e+12;1.63e+33;2.36e+31;
3004;J1946+2611;J1946+2611;19:46:45.8;+26:11:49.2;0.435060;2.20e-14;165.00;*;-83.90;*;7.555;7.555;8.56e+01;3.98e+01;3.14e+05;3.13e+12;1.05e+34;1.85e+32;
3005;B1943-29;J1946-2913;19:46:51.7;-29:13:47.1;0.959448;1.49e-15;44.31;*;-28.00;*;3.125;3.125;9.08e+01;4.88e+00;1.02e+07;1.21e+12;6.65e+31;6.81e+30;
3006;J1946+3417;J1946+3417;19:46:25.1;+34:17:14.6;0.003170;3.16e-21;110.18;*;4.60;57440.9117;6.940;6.940;*;4.33e+01;1.59e+10;1.01e+08;3.92e+33;8.14e+31;
3007;J1946-5403;J1946-5403;19:46:34.4;-54:03:42.5;0.002710;*;23.73;*;12.90;*;1.150;1.150;*;4.63e-01;*;*;*;*;
3008;J1947+0915;J1947+0915;19:47:46.2;+09:15:08.0;1.480744;4.78e-16;94.00;*;*;*;5.154;5.154;*;5.31e+00;4.91e+07;8.51e+11;5.81e+30;2.19e+29;
3009;J1947+10;J1947+10;19:47:36;+10:44;1.110944;*;149.00;*;*;*;10.851;10.851;*;*;*;*;*;*;
3010;J1947-18;J1947-18;19:47:31;-18:58:12;0.002603;*;25.00;*;*;*;1.101;1.101;*;*;*;*;*;*;
3011;J1947+1957;J1947+1957;19:47:19.4;+19:57:08.3;0.157509;5.23e-16;185.80;*;*;*;6.767;6.767;*;3.66e+00;4.78e+06;2.90e+11;5.28e+33;1.15e+32;
3012;J1947+2011g;J1947+2011g;19:47:47;+20:11;0.008170;*;127.40;*;*;*;4.283;4.283;*;1.83e-01;*;*;*;*;
3013;J1947-4215;J1947-4215;19:47:06;-42:15;1.798069;*;35.00;*;*;*;2.202;2.202;3.39e+01;*;*;*;*;*;
3014;J1947-43;J1947-43;19:47;-43:00;0.180940;*;29.90;*;*;*;1.625;1.625;*;*;*;*;*;*;
3015;J1948+1808;J1948+1808;19:48:22.1;+18:08:30.1;0.394354;2.27e-16;256.16;*;*;*;11.335;11.335;*;1.03e+01;2.75e+07;3.03e+11;1.46e+32;1.14e+30;
3016;J1948+2333;J1948+2333;19:48:19.3;+23:33:03.2;0.528352;1.36e-14;198.20;*;*;*;8.048;8.048;*;1.81e+01;6.17e+05;2.71e+12;3.63e+33;5.61e+31;
3017;J1948+2551;J1948+2551;19:48:17.5;+25:51:51.9;0.196627;9.02e-15;289.27;*;*;*;8.698;8.698;*;4.71e+01;3.45e+05;1.35e+12;4.69e+34;6.19e+32;
3018;J1948-27;J1948-27;19:48;-27;0.332000;*;57.85;*;*;*;6.425;6.425;*;*;*;*;*;*;
3019;J1948+2819;J1948+2819;19:48:38.3;+28:19:20.0;0.932693;6.13e-14;303.00;*;*;*;11.042;11.042;*;5.61e+00;2.41e+05;7.65e+12;2.98e+33;2.44e+31;
3020;B1946+35;J1948+3540;19:48:25.0;+35:40:11.0;0.717311;7.06e-15;129.37;*;118.96;*;7.650;7.650;8.49e+03;4.86e+02;1.61e+06;2.28e+12;7.55e+32;1.29e+31;
3021;J1949+2306;J1949+2306;19:49:07.3;+23:06:55.5;1.319373;1.23e-16;196.30;*;*;*;8.106;8.106;*;6.37e+00;1.70e+08;4.08e+11;2.12e+30;3.22e+28;
3022;J1949+2516g;J1949+2516g;19:49:37;+25:16;0.410340;*;425.70;*;*;*;15.085;15.085;*;1.14e+00;*;*;*;*;
3023;B1946-25;J1949-2524;19:49:25.4;-25:24:01;0.957617;3.27e-15;23.07;*;-13.00;*;1.046;1.046;5.69e+00;4.38e-01;4.64e+06;1.79e+12;1.47e+32;1.34e+32;
3024;J1949+3106;J1949+3106;19:49:29.6;+31:06:03.8;0.013138;9.39e-20;164.13;*;230.00;56000.5874;7.468;7.468;*;1.28e+01;2.22e+09;1.12e+09;1.64e+33;2.93e+31;
3025;J1949+3426;J1949+3426;19:49:13.6;+34:26:33.8;0.388539;2.02e-16;228.20;*;*;*;12.347;12.347;*;*;3.04e+07;2.84e+11;1.36e+32;8.93e+29;
3026;J1950+05;J1950+05;19:50:58;+05:35;0.455934;*;71.00;*;*;*;3.939;3.939;*;*;*;*;*;*;
3027;J1950+2352g;J1950+2352g;19:50:56;+23:52;0.319760;*;342.50;*;*;*;13.339;13.339;*;5.69e+00;*;*;*;*;
3028;J1950+2414;J1950+2414;19:50:45.0;+24:14:56.9;0.004305;1.88e-20;142.08;*;*;56001.3656;7.269;7.269;*;8.61e+00;3.63e+09;2.88e+08;9.31e+33;1.76e+32;
3029;J1950+2556g;J1950+2556g;19:50:04;+25:56;2.038640;*;420.40;*;*;*;14.546;14.546;*;4.23e+00;*;*;*;*;
3030;J1950+3001;J1950+3001;19:50:53.6;+30:01:42.7;2.788918;1.49e-13;249.00;*;*;*;8.759;8.759;*;1.84e+01;2.97e+05;2.06e+13;2.71e+32;3.53e+30;
3031;J1951+1123;J1951+1123;19:51:08.2;+11:23:25.2;5.094083;3.03e-15;31.29;*;-52.80;*;1.513;1.513;2.75e+00;*;2.66e+07;3.98e+12;9.05e+29;3.95e+29;
3032;J1951+4724;J1951+4724;19:51:07.4;+47:24:35.1;0.181928;3.01e-14;104.35;*;*;*;9.442;9.442;*;*;9.57e+04;2.37e+12;1.98e+35;2.22e+33;
3033;B1949+14;J1952+1410;19:52:06.1;+14:07:29.4;0.275026;1.28e-16;31.51;*;-11.50;*;1.586;1.586;1.51e+01;*;3.40e+07;1.90e+11;2.43e+32;9.67e+31;
3034;J1952+2513;J1952+2513;19:52:20.7;+25:13:44.1;1.077647;1.06e-15;246.90;*;*;*;8.418;8.418;*;2.20e+00;1.60e+07;1.08e+12;3.36e+31;4.74e+29;
3035;J1952+2630;J1952+2630;19:52:36.8;+26:30:28.0;0.020732;4.27e-18;315.32;*;-145.79;*;10.031;10.031;*;8.55e+00;7.69e+07;9.52e+09;1.89e+34;1.88e+32;
3036;J1952+2702g;J1952+2702g;19:52:18;+27:02;0.004140;*;213.10;*;*;*;7.803;7.803;*;8.52e-01;*;*;*;*;
3037;J1952+2836g;J1952+2836g;19:52:48;+28:36;0.018020;*;313.00;*;*;*;10.450;10.450;*;1.04e+01;*;*;*;*;
3038;J1952+3021;J1952+3021;19:52:19.6;+30:21:20.0;1.665665;1.08e-14;189.10;*;*;*;7.485;7.485;*;1.29e+00;2.44e+06;4.30e+12;9.25e+31;1.65e+30;
3039;B1951+32;J1952+3252;19:52:58.2;+32:52:40.5;0.039531;5.84e-15;45.01;*;-182.00;*;3.000;3.221;6.30e+01;9.00e+00;1.07e+05;4.86e+11;3.74e+36;4.15e+35;
3040;J1953+1149;J1953+1149;19:53:47.4;+11:49:42.6;0.851890;2.86e-15;140.03;*;*;*;10.520;10.520;2.43e+02;*;4.71e+06;1.58e+12;1.83e+32;1.65e+30;
3041;J1953+1844g;J1953+1844g;19:53:44;+18:44;0.004440;*;113.10;*;*;*;4.353;4.353;*;2.31e+00;*;*;*;*;
3042;J1953+1846A;J1953+1846A;19:53:46.5;+18:46:45;0.004888;*;117.00;*;*;*;4.000;4.507;*;9.44e-01;*;*;*;*;
3043;J1953+1846B;J1953+1846B;19:53:46.5;+18:46:45;0.079900;*;119.00;*;*;*;4.000;4.585;*;*;*;*;*;*;
3044;J1953+1846C;J1953+1846C;19:53:46.5;+18:46:45;0.028930;*;116.20;*;*;*;4.000;4.476;*;*;*;*;*;*;
3045;J1953+1846D;J1953+1846D;19:53:46.5;+18:46:45;0.100670;*;119.04;*;*;*;4.000;4.587;*;*;*;*;*;*;
3046;J1953+2732;J1953+2732;19:53:07.8;+27:32:48.2;1.333965;1.77e-15;194.20;*;*;*;7.585;7.585;*;6.04e+00;1.19e+07;1.56e+12;2.95e+31;5.13e+29;
3047;J1953+2819;J1953+2819;19:53:35.2;+28:19:39.5;1.011002;2.14e-15;199.00;*;*;*;7.552;7.552;*;2.68e+00;7.48e+06;1.49e+12;8.18e+31;1.43e+30;
3048;J1953+30;J1953+30;19:53:48;+30:13;1.271200;*;43.61;*;*;*;2.968;2.968;*;*;*;*;*;*;
3049;J1954+1021;J1954+1021;19:54:36.8;+10:21:10.5;2.099440;1.73e-15;80.87;*;*;*;4.280;4.280;*;*;1.92e+07;1.93e+12;7.40e+30;4.04e+29;
3050;J1954+2407;J1954+2407;19:54:00.3;+24:07:14.0;0.193405;1.06e-15;80.50;*;*;*;4.176;4.176;*;1.74e+00;2.90e+06;4.57e+11;5.76e+33;3.30e+32;
3051;J1954+2529;J1954+2529;19:54:19.7;+25:29:27.3;0.931210;1.26e-15;182.70;*;*;58094.3699;7.803;7.803;*;3.59e+00;1.17e+07;1.10e+12;6.15e+31;1.01e+30;
3052;J1954+2836;J1954+2836;19:54:19.1;+28:36:06;0.092709;2.12e-14;*;*;*;*;1.960;*;*;*;6.94e+04;1.42e+12;1.05e+36;2.73e+35;
3053;B1952+29;J1954+2923;19:54:22.5;+29:23:17.2;0.426677;1.71e-18;7.93;*;-16.00;*;0.536;0.536;1.90e+00;2.30e+00;3.95e+09;2.73e+10;8.69e+29;3.03e+30;
3054;J1954+3852;J1954+3852;19:54:01.0;+38:52:15.8;0.352933;6.60e-15;65.36;*;*;*;4.663;4.663;*;*;8.47e+05;1.54e+12;5.93e+33;2.73e+32;
3055;J1954+4357;J1954+4357;19:54:38.4;+43:57:37.3;1.387041;2.20e-15;130.30;*;*;*;10.092;10.092;*;*;9.98e+06;1.77e+12;3.26e+31;3.20e+29;
3056;J1955-0907;J1955-0907;19:55:57;-09:07:14;0.484000;*;72.00;*;*;*;8.226;8.226;*;*;*;*;*;*;
3057;J1955+2527;J1955+2527;19:55:59.3;+25:27:03.4;0.004873;9.12e-21;209.96;*;*;*;8.176;8.176;*;1.53e+01;8.47e+09;2.13e+08;3.11e+33;4.65e+31;
3058;B1953+29;J1955+2908;19:55:27.8;+29:08:43.4;0.006133;2.97e-20;104.49;*;15.30;56791.2470;6.304;6.304;4.77e+02;3.89e+01;3.27e+09;4.32e+08;5.09e+33;1.28e+32;
3059;J1955+2912g;J1955+2912g;19:55:23;+29:12;0.279510;*;193.00;*;*;*;7.383;7.383;*;2.73e-01;*;*;*;*;
3060;J1955+2930;J1955+2930;19:55:07.5;+29:30:49.8;1.073878;3.36e-15;212.40;*;*;*;7.540;7.540;*;4.09e+00;5.07e+06;1.92e+12;1.07e+32;1.88e+30;
3061;B1953+50;J1955+5059;19:55:18.7;+50:59:55.2;0.518938;1.37e-15;31.98;*;-23.84;*;2.186;2.186;1.24e+02;1.91e+01;5.99e+06;8.54e+11;3.88e+32;8.11e+31;
3062;J1955+6708;J1955+6708;19:55:38.7;+67:08:15.1;0.008565;1.26e-20;57.15;*;*;*;5.304;5.304;*;*;1.08e+10;3.32e+08;7.91e+32;2.81e+31;
3063;J1956+07;J1956+07;19:56:35;+07:16;5.012480;*;61.30;*;*;*;3.163;3.163;*;*;*;*;*;*;
3064;J1956+0838;J1956+0838;19:56:52.2;+08:38:16.8;0.303911;2.20e-16;67.09;*;-113.50;*;3.538;3.538;*;1.00e+01;2.19e+07;2.62e+11;3.09e+32;2.47e+31;
3065;J1956-2752;J1956-2752;19:56:28;-27:52:56;0.260014;*;45.69;*;*;*;3.756;3.756;*;*;*;*;*;*;
3066;J1956+2826g;J1956+2826g;19:56:47;+28:26;0.071790;*;112.00;*;*;*;6.481;6.481;*;5.46e-01;*;*;*;*;
3067;J1957-0002;J1957-0002;19:57:42.6;-00:02:06.8;0.965096;8.05e-16;38.44;*;*;*;1.789;1.789;*;*;1.90e+07;8.92e+11;3.54e+31;1.10e+31;
3068;J1957+2516;J1957+2516;19:57:34.6;+25:16:02.0;0.003962;2.74e-20;44.14;*;*;*;2.659;2.659;*;1.41e-01;2.29e+09;3.34e+08;1.74e+34;2.46e+33;
3069;J1957+2831;J1957+2831;19:57:19.3;+28:31:43.8;0.307683;3.11e-15;138.99;*;-43.70;*;6.891;6.891;*;4.75e+01;1.57e+06;9.90e+11;4.21e+33;8.88e+31;
3070;J1957+5033;J1957+5033;19:57:38.9;+50:33:18;0.374806;7.08e-15;*;*;*;*;1.365;*;*;*;8.39e+05;1.65e+12;5.31e+33;2.85e+33;
3071;J1958+2846;J1958+2846;19:58:40.0;+28:45:54;0.290389;2.12e-13;*;*;*;*;1.950;*;*;*;2.17e+04;7.94e+12;3.42e+35;8.99e+34;
3072;J1958+3033;J1958+3033;19:58:06.8;+30:33:52.7;1.098581;6.46e-15;201.90;*;*;*;7.266;7.266;*;1.69e+00;2.70e+06;2.70e+12;1.92e+32;3.64e+30;
3073;J1958+56;J1958+56;19:58:00;+56:49;0.311800;*;58.10;*;*;*;4.342;4.342;*;*;*;*;*;*;
3074;B1957+20;J1959+2048;19:59:36.7;+20:48:15.1;0.001607;1.69e-20;29.11;*;-68.40;48196.0635;1.400;1.729;3.92e+01;5.68e-01;1.51e+09;1.67e+08;1.60e+35;8.17e+34;
3075;J1959+3620;J1959+3620;19:59:38.0;+36:20:29.1;0.406081;3.60e-17;273.00;*;*;*;10.888;10.888;*;4.74e+01;1.79e+08;1.22e+11;2.12e+31;1.79e+29;
3076;J2000+2920;J2000+2920;20:00:16.5;+29:20:07.4;3.073783;3.74e-14;132.30;*;*;*;6.684;6.684;*;4.47e+00;1.30e+06;1.09e+13;5.09e+31;1.14e+30;
3077;J2001-0349;J2001-0349;20:01:53.3;-03:49:43.5;1.344724;1.12e-16;67.00;*;-79.00;*;5.961;5.961;*;9.95e+00;1.90e+08;3.93e+11;1.82e+30;5.12e+28;
